entry_time,exit_time,direction,entry,exit,qty_pct,pnl,reason,cum_equity
2024-06-14 10:30:00-04:00,2024-06-14 11:30:00-04:00,Long,19642.847542527084,19542.847542527084,1.0,-201.24,SL,-339.68
2024-06-14 11:45:00-04:00,2024-06-14 15:15:00-04:00,Short,19547.458635327053,19447.458635327053,0.5,99.38,TP1,-240.3
2024-06-14 11:45:00-04:00,2024-06-14 15:30:00-04:00,Short,19547.458635327053,19347.458635327053,0.5,199.38,TP2,-40.92
2024-06-14 15:30:00-04:00,2024-06-14 15:45:00-04:00,Short,19329.8467124843,19229.8467124843,0.5,99.38,TP1,58.46
2024-06-14 15:30:00-04:00,2024-06-17 11:30:00-04:00,Short,19329.8467124843,19129.8467124843,0.5,199.38,TP2,257.84
2024-06-17 11:45:00-04:00,2024-06-17 14:45:00-04:00,Short,19103.356788821777,19003.356788821777,0.5,99.38,TP1,357.22
2024-06-17 11:45:00-04:00,2024-06-17 15:00:00-04:00,Short,19103.356788821777,18903.356788821777,0.5,199.38,TP2,556.6
2024-06-18 12:15:00-04:00,2024-06-18 15:15:00-04:00,Long,18954.62115912177,19054.62115912177,0.5,99.38,TP1,655.98
2024-06-18 12:15:00-04:00,2024-06-19 14:45:00-04:00,Long,18954.62115912177,19154.62115912177,0.5,199.38,TP2,855.36
2024-06-19 14:45:00-04:00,2024-06-20 10:45:00-04:00,Long,19181.996757771627,19081.996757771627,1.0,-201.24,SL,654.12
2024-06-20 10:45:00-04:00,2024-06-20 12:00:00-04:00,Short,19075.262285524903,19175.262285524903,1.0,-201.24,SL,452.88
2024-06-20 12:00:00-04:00,2024-06-20 13:45:00-04:00,Long,19243.690668940704,19143.690668940704,1.0,-201.24,SL,251.64
2024-06-20 14:00:00-04:00,2024-06-20 15:15:00-04:00,Short,19056.890742644682,19156.890742644682,1.0,-201.24,SL,50.4
2024-06-20 15:15:00-04:00,2024-06-21 11:30:00-04:00,Long,19161.158993264176,19261.158993264176,0.5,99.38,TP1,149.78
2024-06-20 15:15:00-04:00,2024-06-21 13:00:00-04:00,Long,19161.158993264176,19361.158993264176,0.5,199.38,TP2,349.16
2024-06-21 13:00:00-04:00,2024-06-21 14:00:00-04:00,Long,19356.35735388977,19256.35735388977,1.0,-201.24,SL,147.92
2024-06-21 14:15:00-04:00,2024-06-21 15:15:00-04:00,Short,19203.375005520837,19103.375005520837,0.5,99.38,TP1,247.3
2024-06-21 14:15:00-04:00,2024-06-21 15:45:00-04:00,Short,19203.375005520837,19303.375005520837,0.5,-100.62,SL,146.68
2024-06-24 09:30:00-04:00,2024-06-24 15:00:00-04:00,Long,19369.20453416909,19269.20453416909,1.0,-201.24,SL,-54.56
2024-06-24 15:45:00-04:00,2024-06-25 10:30:00-04:00,Short,19269.606773801203,19169.606773801203,0.5,99.38,TP1,44.82
2024-06-24 15:45:00-04:00,2024-06-25 15:00:00-04:00,Short,19269.606773801203,19069.606773801203,0.5,199.38,TP2,244.2
2024-06-25 15:00:00-04:00,2024-06-25 15:30:00-04:00,Short,19046.043021247246,19146.043021247246,1.0,-201.24,SL,42.96
2024-06-26 09:45:00-04:00,2024-06-26 12:30:00-04:00,Short,18969.604931524536,18869.604931524536,0.5,99.38,TP1,142.34
2024-06-26 09:45:00-04:00,2024-06-27 11:30:00-04:00,Short,18969.604931524536,18769.604931524536,0.5,199.38,TP2,341.72
2024-06-27 11:30:00-04:00,2024-06-27 12:15:00-04:00,Short,18784.701236179393,18684.701236179393,0.5,99.38,TP1,441.1
2024-06-27 11:30:00-04:00,2024-06-28 12:15:00-04:00,Short,18784.701236179393,18584.701236179393,0.5,199.38,TP2,640.48
2024-06-28 12:30:00-04:00,2024-06-28 13:30:00-04:00,Short,18573.510733818686,18473.510733818686,0.5,99.38,TP1,739.86
2024-06-28 12:30:00-04:00,2024-06-28 13:45:00-04:00,Short,18573.510733818686,18373.510733818686,0.5,199.38,TP2,939.24
2024-07-01 09:30:00-04:00,2024-07-01 10:45:00-04:00,Short,18436.64369064601,18536.64369064601,1.0,-201.24,SL,738.0
2024-07-01 10:45:00-04:00,2024-07-01 13:45:00-04:00,Long,18530.074884816648,18630.074884816648,0.5,99.38,TP1,837.38
2024-07-01 10:45:00-04:00,2024-07-02 10:30:00-04:00,Long,18530.074884816648,18430.074884816648,0.5,-100.62,SL,736.76
2024-07-02 10:30:00-04:00,2024-07-02 11:45:00-04:00,Short,18420.945574130754,18320.945574130754,0.5,99.38,TP1,836.14
2024-07-02 10:30:00-04:00,2024-07-02 12:30:00-04:00,Short,18420.945574130754,18220.945574130754,0.5,199.38,TP2,1035.52
2024-07-02 15:45:00-04:00,2024-07-03 12:30:00-04:00,Short,18074.271287312593,17974.271287312593,0.5,99.38,TP1,1134.9
2024-07-02 15:45:00-04:00,2024-07-03 15:15:00-04:00,Short,18074.271287312593,18174.271287312593,0.5,-100.62,SL,1034.28
2024-07-03 15:15:00-04:00,2024-07-04 10:15:00-04:00,Long,18186.831937558727,18286.831937558727,0.5,99.38,TP1,1133.66
2024-07-03 15:15:00-04:00,2024-07-04 14:45:00-04:00,Long,18186.831937558727,18086.831937558727,0.5,-100.62,SL,1033.04
2024-07-04 15:15:00-04:00,2024-07-05 12:15:00-04:00,Long,18192.483810338133,18292.483810338133,0.5,99.38,TP1,1132.42
2024-07-04 15:15:00-04:00,2024-07-05 12:30:00-04:00,Long,18192.483810338133,18392.483810338133,0.5,199.38,TP2,1331.8
2024-07-05 12:30:00-04:00,2024-07-05 13:30:00-04:00,Long,18387.378848153923,18287.378848153923,1.0,-201.24,SL,1130.56
2024-07-05 13:45:00-04:00,2024-07-05 15:15:00-04:00,Short,18236.269978784858,18136.269978784858,0.5,99.38,TP1,1229.94
2024-07-05 13:45:00-04:00,2024-07-08 09:30:00-04:00,Short,18236.269978784858,18036.269978784858,0.5,199.38,TP2,1429.32
2024-07-08 09:30:00-04:00,2024-07-08 13:45:00-04:00,Short,18030.42027847825,18130.42027847825,1.0,-201.24,SL,1228.08
2024-07-08 13:45:00-04:00,2024-07-08 14:30:00-04:00,Long,18142.828403008632,18042.828403008632,1.0,-201.24,SL,1026.84
2024-07-08 14:30:00-04:00,2024-07-08 15:30:00-04:00,Short,18042.63569088368,17942.63569088368,0.5,99.38,TP1,1126.22
2024-07-08 14:30:00-04:00,2024-07-09 14:30:00-04:00,Short,18042.63569088368,18142.63569088368,0.5,-100.62,SL,1025.6
2024-07-09 14:30:00-04:00,2024-07-09 15:15:00-04:00,Long,18159.531833168196,18259.531833168196,0.5,99.38,TP1,1124.98
2024-07-09 14:30:00-04:00,2024-07-10 11:15:00-04:00,Long,18159.531833168196,18059.531833168196,0.5,-100.62,SL,1024.36
2024-07-10 11:15:00-04:00,2024-07-10 13:45:00-04:00,Short,18043.165787815924,17943.165787815924,0.5,99.38,TP1,1123.74
2024-07-10 11:15:00-04:00,2024-07-10 14:45:00-04:00,Short,18043.165787815924,17843.165787815924,0.5,199.38,TP2,1323.12
2024-07-10 15:00:00-04:00,2024-07-11 11:30:00-04:00,Short,17857.313987142526,17757.313987142526,0.5,99.38,TP1,1422.5
2024-07-10 15:00:00-04:00,2024-07-11 15:30:00-04:00,Short,17857.313987142526,17957.313987142526,0.5,-100.62,SL,1321.88
2024-07-11 15:30:00-04:00,2024-07-15 09:30:00-04:00,Long,18005.091712386813,18105.091712386813,0.5,99.38,TP1,1421.26
2024-07-11 15:30:00-04:00,2024-07-15 14:00:00-04:00,Long,18005.091712386813,18205.091712386813,0.5,199.38,TP2,1620.64
2024-07-15 14:30:00-04:00,2024-07-15 15:15:00-04:00,Long,18269.175435833487,18369.175435833487,0.5,99.38,TP1,1720.02
2024-07-15 14:30:00-04:00,2024-07-18 11:15:00-04:00,Long,18269.175435833487,18169.175435833487,0.5,-100.62,SL,1619.4
2024-07-18 11:15:00-04:00,2024-07-18 13:30:00-04:00,Short,18164.274951921278,18064.274951921278,0.5,99.38,TP1,1718.78
2024-07-18 11:15:00-04:00,2024-07-18 14:30:00-04:00,Short,18164.274951921278,17964.274951921278,0.5,199.38,TP2,1918.16
2024-07-19 13:45:00-04:00,2024-07-19 14:30:00-04:00,Long,17827.138412912478,17727.138412912478,1.0,-201.24,SL,1716.92
2024-07-19 14:45:00-04:00,2024-07-19 15:15:00-04:00,Short,17725.254637556507,17625.254637556507,0.5,99.38,TP1,1816.3
2024-07-19 14:45:00-04:00,2024-07-23 10:15:00-04:00,Short,17725.254637556507,17825.254637556507,0.5,-100.62,SL,1715.68
2024-07-23 11:15:00-04:00,2024-07-23 12:00:00-04:00,Long,17848.75467405252,17948.75467405252,0.5,99.38,TP1,1815.06
2024-07-23 11:15:00-04:00,2024-07-23 13:45:00-04:00,Long,17848.75467405252,18048.75467405252,0.5,199.38,TP2,2014.44
2024-07-23 13:45:00-04:00,2024-07-23 14:15:00-04:00,Long,18039.75123702817,17939.75123702817,1.0,-201.24,SL,1813.2
2024-07-23 14:30:00-04:00,2024-07-23 15:30:00-04:00,Short,17866.880645720663,17966.880645720663,1.0,-201.24,SL,1611.96
2024-07-23 15:30:00-04:00,2024-07-24 09:30:00-04:00,Long,17981.940230255,17881.940230255,1.0,-201.24,SL,1410.72
2024-07-24 10:15:00-04:00,2024-07-24 12:15:00-04:00,Long,17951.443606638008,17851.443606638008,1.0,-201.24,SL,1209.48
2024-07-24 12:15:00-04:00,2024-07-24 13:45:00-04:00,Short,17826.0985483423,17726.0985483423,0.5,99.38,TP1,1308.86
2024-07-24 12:15:00-04:00,2024-07-24 14:15:00-04:00,Short,17826.0985483423,17626.0985483423,0.5,199.38,TP2,1508.24
2024-07-25 10:30:00-04:00,2024-07-25 11:30:00-04:00,Long,17624.231806862033,17724.231806862033,0.5,99.38,TP1,1607.62
2024-07-25 10:30:00-04:00,2024-07-25 15:15:00-04:00,Long,17624.231806862033,17524.231806862033,0.5,-100.62,SL,1507.0
2024-07-25 15:15:00-04:00,2024-07-26 09:30:00-04:00,Short,17542.10070252545,17642.10070252545,1.0,-201.24,SL,1305.76
2024-07-26 10:15:00-04:00,2024-07-26 12:45:00-04:00,Short,17522.6013442155,17422.6013442155,0.5,99.38,TP1,1405.14
2024-07-26 10:15:00-04:00,2024-07-29 10:00:00-04:00,Short,17522.6013442155,17322.6013442155,0.5,199.38,TP2,1604.52
2024-07-29 10:00:00-04:00,2024-07-29 10:45:00-04:00,Short,17312.379749954667,17412.379749954667,1.0,-201.24,SL,1403.28
2024-07-30 11:00:00-04:00,2024-07-30 12:15:00-04:00,Short,16694.73987579463,16594.73987579463,0.5,99.38,TP1,1502.66
2024-07-30 11:00:00-04:00,2024-07-30 12:45:00-04:00,Short,16694.73987579463,16494.73987579463,0.5,199.38,TP2,1702.04
2024-07-30 15:00:00-04:00,2024-07-30 15:30:00-04:00,Long,16699.896370761657,16599.896370761657,1.0,-201.24,SL,1500.8
2024-07-30 15:45:00-04:00,2024-07-31 10:45:00-04:00,Short,16496.708392631994,16396.708392631994,0.5,99.38,TP1,1600.18
2024-07-30 15:45:00-04:00,2024-07-31 15:45:00-04:00,Short,16496.708392631994,16596.708392631994,0.5,-100.62,SL,1499.56
2024-07-31 15:45:00-04:00,2024-08-01 09:45:00-04:00,Long,16604.040365098102,16504.040365098102,1.0,-201.24,SL,1298.32
2024-08-01 10:15:00-04:00,2024-08-01 11:30:00-04:00,Short,16464.83179765863,16564.83179765863,1.0,-201.24,SL,1097.08
2024-08-01 11:30:00-04:00,2024-08-01 12:45:00-04:00,Long,16564.241635085906,16664.241635085906,0.5,99.38,TP1,1196.46
2024-08-01 11:30:00-04:00,2024-08-01 13:00:00-04:00,Long,16564.241635085906,16764.241635085906,0.5,199.38,TP2,1395.84
2024-08-01 13:30:00-04:00,2024-08-01 14:15:00-04:00,Long,16837.485044656183,16937.485044656183,0.5,99.38,TP1,1495.22
2024-08-01 13:30:00-04:00,2024-08-02 10:00:00-04:00,Long,16837.485044656183,16737.485044656183,0.5,-100.62,SL,1394.6
2024-08-02 10:00:00-04:00,2024-08-02 11:45:00-04:00,Short,16730.691363557988,16830.691363557988,1.0,-201.24,SL,1193.36
2024-08-02 11:45:00-04:00,2024-08-02 15:30:00-04:00,Long,16855.25917084335,16755.25917084335,1.0,-201.24,SL,992.12
2024-08-02 15:45:00-04:00,2024-08-05 11:30:00-04:00,Short,16663.08655566813,16763.08655566813,1.0,-201.24,SL,790.88
2024-08-05 11:30:00-04:00,2024-08-05 12:00:00-04:00,Long,16817.064575801705,16717.064575801705,1.0,-201.24,SL,589.64
2024-08-05 13:00:00-04:00,2024-08-05 13:30:00-04:00,Short,16624.478573751672,16524.478573751672,0.5,99.38,TP1,689.02
2024-08-05 13:00:00-04:00,2024-08-06 10:15:00-04:00,Short,16624.478573751672,16724.478573751672,0.5,-100.62,SL,588.4
2024-08-06 10:15:00-04:00,2024-08-06 10:45:00-04:00,Long,16676.48455843967,16576.48455843967,1.0,-201.24,SL,387.16
2024-08-06 10:45:00-04:00,2024-08-06 12:30:00-04:00,Short,16544.40141080874,16444.40141080874,0.5,99.38,TP1,486.54
2024-08-06 10:45:00-04:00,2024-08-06 12:45:00-04:00,Short,16544.40141080874,16344.40141080874,0.5,199.38,TP2,685.92
2024-08-06 13:00:00-04:00,2024-08-06 13:30:00-04:00,Short,16264.047539583918,16364.047539583918,1.0,-201.24,SL,484.68
2024-08-06 14:15:00-04:00,2024-08-06 14:45:00-04:00,Short,16302.096232751397,16202.096232751397,0.5,99.38,TP1,584.06
2024-08-06 14:15:00-04:00,2024-08-07 11:30:00-04:00,Short,16302.096232751397,16102.096232751397,0.5,199.38,TP2,783.44
2024-08-07 11:30:00-04:00,2024-08-07 13:45:00-04:00,Short,16063.956204627159,16163.956204627159,1.0,-201.24,SL,582.2
2024-08-07 13:45:00-04:00,2024-08-08 10:45:00-04:00,Long,16283.46331340948,16183.46331340948,1.0,-201.24,SL,380.96
2024-08-08 10:45:00-04:00,2024-08-08 11:15:00-04:00,Short,16204.922723006177,16304.922723006177,1.0,-201.24,SL,179.72
2024-08-08 11:45:00-04:00,2024-08-08 12:15:00-04:00,Short,16067.33963029692,15967.33963029692,0.5,99.38,TP1,279.1
2024-08-08 11:45:00-04:00,2024-08-08 14:15:00-04:00,Short,16067.33963029692,15867.33963029692,0.5,199.38,TP2,478.48
2024-08-08 14:15:00-04:00,2024-08-08 14:45:00-04:00,Short,15856.72301329594,15956.72301329594,1.0,-201.24,SL,277.24
2024-08-09 09:30:00-04:00,2024-08-09 10:00:00-04:00,Long,16137.514824963337,16037.514824963337,1.0,-201.24,SL,76.0
2024-08-09 10:15:00-04:00,2024-08-09 11:30:00-04:00,Short,16020.481483476633,16120.481483476633,1.0,-201.24,SL,-125.24
2024-08-09 11:30:00-04:00,2024-08-09 13:00:00-04:00,Long,16117.925655565577,16217.925655565577,0.5,99.38,TP1,-25.86
2024-08-09 11:30:00-04:00,2024-08-09 14:45:00-04:00,Long,16117.925655565577,16017.925655565577,0.5,-100.62,SL,-126.48
2024-08-09 14:45:00-04:00,2024-08-09 15:15:00-04:00,Short,15951.050355473339,16051.050355473339,1.0,-201.24,SL,-327.72
2024-08-12 10:30:00-04:00,2024-08-12 11:00:00-04:00,Short,15907.498030818468,16007.498030818468,1.0,-201.24,SL,-528.96
2024-08-12 11:00:00-04:00,2024-08-12 11:15:00-04:00,Long,16027.57214572655,15927.57214572655,1.0,-201.24,SL,-730.2
2024-08-12 11:30:00-04:00,2024-08-12 12:00:00-04:00,Short,15880.234055810153,15780.234055810153,0.5,99.38,TP1,-630.82
2024-08-12 11:30:00-04:00,2024-08-12 15:00:00-04:00,Short,15880.234055810153,15980.234055810153,0.5,-100.62,SL,-731.44
2024-08-12 15:00:00-04:00,2024-08-13 10:00:00-04:00,Long,15995.172059616898,15895.172059616898,1.0,-201.24,SL,-932.68
2024-08-13 10:00:00-04:00,2024-08-13 11:30:00-04:00,Short,15845.70872266985,15745.70872266985,0.5,99.38,TP1,-833.3
2024-08-13 10:00:00-04:00,2024-08-13 13:00:00-04:00,Short,15845.70872266985,15945.70872266985,0.5,-100.62,SL,-933.92
2024-08-13 13:15:00-04:00,2024-08-14 11:15:00-04:00,Long,16018.433838651576,16118.433838651576,0.5,99.38,TP1,-834.54
2024-08-13 13:15:00-04:00,2024-08-14 12:45:00-04:00,Long,16018.433838651576,15918.433838651576,0.5,-100.62,SL,-935.16
2024-08-14 12:45:00-04:00,2024-08-14 13:45:00-04:00,Short,15959.683381425571,15859.683381425571,0.5,99.38,TP1,-835.78
2024-08-14 12:45:00-04:00,2024-08-16 13:00:00-04:00,Short,15959.683381425571,15759.683381425571,0.5,199.38,TP2,-636.4
2024-08-16 13:00:00-04:00,2024-08-16 13:30:00-04:00,Short,15727.930082938854,15627.930082938854,0.5,99.38,TP1,-537.02
2024-08-16 13:00:00-04:00,2024-08-16 14:45:00-04:00,Short,15727.930082938854,15527.930082938854,0.5,199.38,TP2,-337.64
2024-08-16 15:00:00-04:00,2024-08-19 09:45:00-04:00,Short,15585.095293749871,15485.095293749871,0.5,99.38,TP1,-238.26
2024-08-16 15:00:00-04:00,2024-08-19 13:15:00-04:00,Short,15585.095293749871,15685.095293749871,0.5,-100.62,SL,-338.88
2024-08-19 13:30:00-04:00,2024-08-19 14:15:00-04:00,Long,15656.054080874354,15756.054080874354,0.5,99.38,TP1,-239.5
2024-08-19 13:30:00-04:00,2024-08-19 15:30:00-04:00,Long,15656.054080874354,15856.054080874354,0.5,199.38,TP2,-40.12
2024-08-19 15:30:00-04:00,2024-08-20 10:45:00-04:00,Long,15849.469564285637,15749.469564285637,1.0,-201.24,SL,-241.36
2024-08-20 10:45:00-04:00,2024-08-21 10:15:00-04:00,Short,15738.730026009813,15638.730026009813,0.5,99.38,TP1,-141.98
2024-08-20 10:45:00-04:00,2024-08-23 09:45:00-04:00,Short,15738.730026009813,15838.730026009813,0.5,-100.62,SL,-242.6
2024-08-23 09:45:00-04:00,2024-08-23 11:00:00-04:00,Long,15862.455742883516,15962.455742883516,0.5,99.38,TP1,-143.22
2024-08-23 09:45:00-04:00,2024-08-26 15:30:00-04:00,Long,15862.455742883516,15762.455742883516,0.5,-100.62,SL,-243.84
2024-08-26 15:30:00-04:00,2024-08-27 13:15:00-04:00,Short,15762.064398370158,15862.064398370158,1.0,-201.24,SL,-445.08
2024-08-27 13:15:00-04:00,2024-08-28 11:45:00-04:00,Long,15835.706788991149,15935.706788991149,0.5,99.38,TP1,-345.7
2024-08-27 13:15:00-04:00,2024-08-28 13:00:00-04:00,Long,15835.706788991149,16035.706788991149,0.5,199.38,TP2,-146.32
2024-08-29 11:30:00-04:00,2024-08-30 09:45:00-04:00,Short,16060.686288356974,16160.686288356974,1.0,-201.24,SL,-347.56
2024-08-30 09:45:00-04:00,2024-08-30 12:30:00-04:00,Long,16190.772867494938,16290.772867494938,0.5,99.38,TP1,-248.18
2024-08-30 09:45:00-04:00,2024-08-30 14:15:00-04:00,Long,16190.772867494938,16390.77286749494,0.5,199.38,TP2,-48.8
2024-08-30 14:15:00-04:00,2024-09-02 10:45:00-04:00,Long,16407.675036860932,16307.675036860932,1.0,-201.24,SL,-250.04
2024-09-02 11:00:00-04:00,2024-09-02 12:00:00-04:00,Short,16323.939107778855,16423.939107778853,1.0,-201.24,SL,-451.28
2024-09-02 12:00:00-04:00,2024-09-02 13:15:00-04:00,Long,16422.816527853705,16322.816527853705,1.0,-201.24,SL,-652.52
2024-09-02 13:30:00-04:00,2024-09-02 15:00:00-04:00,Short,16329.725788199632,16429.725788199634,1.0,-201.24,SL,-853.76
2024-09-02 15:00:00-04:00,2024-09-03 10:00:00-04:00,Long,16415.684333140023,16515.684333140023,0.5,99.38,TP1,-754.38
2024-09-02 15:00:00-04:00,2024-09-03 11:30:00-04:00,Long,16415.684333140023,16615.684333140023,0.5,199.38,TP2,-555.0
2024-09-03 11:45:00-04:00,2024-09-03 13:00:00-04:00,Long,16628.287677202537,16528.287677202537,1.0,-201.24,SL,-756.24
2024-09-03 13:00:00-04:00,2024-09-03 13:45:00-04:00,Short,16462.174813113,16562.174813113,1.0,-201.24,SL,-957.48
2024-09-03 14:00:00-04:00,2024-09-03 15:30:00-04:00,Long,16575.57534547404,16675.57534547404,0.5,99.38,TP1,-858.1
2024-09-03 14:00:00-04:00,2024-09-04 11:45:00-04:00,Long,16575.57534547404,16775.57534547404,0.5,199.38,TP2,-658.72
2024-09-04 11:45:00-04:00,2024-09-04 13:00:00-04:00,Long,16741.300694580234,16641.300694580234,1.0,-201.24,SL,-859.96
2024-09-04 13:00:00-04:00,2024-09-04 13:45:00-04:00,Short,16646.08849868681,16746.08849868681,1.0,-201.24,SL,-1061.2
2024-09-04 13:45:00-04:00,2024-09-05 11:30:00-04:00,Long,16768.720964938537,16668.720964938537,1.0,-201.24,SL,-1262.44
2024-09-05 11:30:00-04:00,2024-09-06 11:30:00-04:00,Short,16663.52052851589,16763.52052851589,1.0,-201.24,SL,-1463.68
2024-09-06 11:30:00-04:00,2024-09-06 12:15:00-04:00,Long,16730.6998128907,16630.6998128907,1.0,-201.24,SL,-1664.92
2024-09-06 12:45:00-04:00,2024-09-06 13:30:00-04:00,Long,16738.451438081294,16638.451438081294,1.0,-201.24,SL,-1866.16
2024-09-06 13:30:00-04:00,2024-09-10 11:15:00-04:00,Short,16612.832528091134,16712.832528091134,1.0,-201.24,SL,-2067.4
